sheet,row_in_sheet,worker_id,department_code,shift_str,checkin_raw,checkout_raw,checkin_type,checkout_type,note_K,late_text_P,late_min_Q,shift_start_S,shift_end_T,hours_worked_U,late_min_deducted_V,late_deduction_W,early_min_X,wage_per_min_Y,early_deduction_Z,daily_rate_AA,ot_before_AB,ot_before_hours_AC,ot_after_AD,ot_after_hours_AE,total_ot_AF,ot_pay_AG,gross_wage_AH,damage_deduction_AI,other_deduction_AJ
วันที่ 1,9,21a1ddde,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 9, 47, 34)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,10,751e62e0,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 44, 45)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,11,2248cbf1,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 30, 39)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,12,a1434df1,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 29, 48)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,13,2c36278f,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 27, 40)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,14,87b45132,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 26, 45)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,15,c929a433,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 24, 40)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,16,7c05ac8b,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 25, 2)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,17,5bd2e394,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 24, 4)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,18,fb02fcb0,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 23, 47)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,19,ab40dc68,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 23, 52)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,20,a5267a49,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 27, 22)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,21,d9a58a3b,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 22, 38)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,22,50abc11e,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 21, 24)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,23,7cc640df,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 21, 19)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,24,8bb009f9,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 19, 40)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,25,71997662,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 19, 7)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,26,eb21e2fe,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 19, 3)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,27,aef22320,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 18, 28)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,28,1842fe5c,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 18, 42)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,29,4e0d6495,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 18, 33)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,30,c824c6d0,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 16, 57)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,31,3f80ac99,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 16, 47)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,32,63713ac2,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 13, 56)","datetime.time(17, 30)",datetime,time,,,,,,8,,,,,,,,,,,,,,,
วันที่ 1,33,0cc1316e,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 12, 26)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,34,61891806,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 12, 22)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,35,3402e0ab,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 30, 35)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,36,fd6cb95d,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 12, 14)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,37,f5313315,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 10, 57)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,38,7834a5e8,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 10, 52)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,39,46c3c357,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 4, 10)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,40,1479ee7b,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 3, 27)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,41,afa3cdcb,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 17, 10)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,42,d231ad3d,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 7, 59, 42)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,43,6465bfc1,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 23, 45)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,44,218ea9e8,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 22, 4)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,45,0d3e98ce,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 22, 28)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,46,438c9f94,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 42, 58)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,47,470be09d,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 32, 26)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,48,b8af6336,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 27, 32)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,49,02a69cac,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 27, 8)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,50,89d9a872,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 26, 40)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,51,5873dfa8,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 26, 11)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,52,c9f5cfe8,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 25, 59)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,53,90215749,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 25, 40)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,54,8edf486b,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 25, 30)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,55,1548178e,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 25, 19)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,56,3f2fbf48,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 24, 57)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,57,e2c3b84e,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 24, 16)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,58,49449bd8,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 24, 29)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,59,e49cada5,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 26, 20)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,60,2cf1de37,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 26, 26)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,61,a24d2d89,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 24, 33)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,62,1401e8f7,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 23, 6)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,63,4ab08763,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 23, 1)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,64,4688d198,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 23, 56)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,65,527df15b,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 21, 38)","datetime.time(13, 0)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,66,c68ad73a,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 22, 25)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,67,7b0325eb,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 20, 31)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,68,95cd0800,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 20, 16)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,69,5a93de02,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 19, 12)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,70,d21c7cd0,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 18, 52)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,71,72f27a1b,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 16, 52)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,72,ca9f5bac,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 16, 41)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,73,3970bf70,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 16, 32)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,74,e2e5b9c3,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 13, 38)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,500,
วันที่ 1,75,8adf0902,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 13, 34)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,76,b1511618,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 10, 8)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,77,8bf38ff7,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 3, 59)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,78,7ff87556,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 3, 8)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,79,786f807d,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 1, 46)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,80,42ef5aa9,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 0, 50)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,81,f11d2894,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 27, 16)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,82,1e3584fc,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 18, 58)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,83,064346e2,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 22, 12)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,84,UNK-0bbf5e9e,DW1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 41, 3)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,85,UNK-7b2547ed,DW1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 29, 17)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,86,UNK-de217633,DW1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 28, 42)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,87,UNK-fa2bb2a7,DW1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 26, 35)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,88,UNK-2d87b36d,DW1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 21, 29)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,89,UNK-9afa59b3,DW1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 20, 55)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,90,UNK-54036272,DW1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 19, 56)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,91,UNK-f70b9a2f,DW1,08:30 - 17:30,"datetime.datetime(2026, 4, 1, 8, 11, 7)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,92,UNK-c6f2318c,DW1,,"datetime.datetime(2026, 4, 1, 8, 10, 1)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,93,UNK-3408381f,DW1,,"datetime.datetime(2026, 4, 1, 8, 22, 34)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,94,UNK-bea2776d,แม่บ้านชม้อย,,"datetime.datetime(2026, 4, 1, 8, 15, 52)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,95,UNK-15f7f59b,นักศึกษาฝึกงาน,,"datetime.datetime(2026, 4, 1, 8, 30, 30)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,96,UNK-61e8db8b,นักศึกษาฝึกงาน,,"datetime.datetime(2026, 4, 1, 8, 21, 59)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,97,UNK-7d54f731,นักศึกษาฝึกงาน,,"datetime.datetime(2026, 4, 1, 8, 20, 37)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 1,98,UNK-202f2622,นักศึกษาฝึกงาน,,"datetime.datetime(2026, 4, 1, 8, 20, 22)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,9,751e62e0,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 59, 7)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,10,61891806,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 34, 39)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,11,d9a58a3b,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 44, 18)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,12,2248cbf1,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 30, 6)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,13,afa3cdcb,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 44, 22)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,14,3402e0ab,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 34, 1)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,15,87b45132,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 24, 27)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,16,7c05ac8b,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 23, 50)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,17,a5267a49,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 26, 20)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,18,4e0d6495,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 22, 40)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,19,5bd2e394,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 22, 30)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,20,6465bfc1,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 22, 17)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,21,71997662,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 22, 10)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,22,aef22320,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 20, 18)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,23,218ea9e8,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 19, 38)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,24,eb21e2fe,Bm1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 17, 20)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,25,ab40dc68,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 16, 47)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,26,1842fe5c,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 16, 17)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,27,21a1ddde,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 16, 55)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,28,3f80ac99,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 11)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,29,c824c6d0,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 10, 55)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,30,46c3c357,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 10, 50)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,31,7834a5e8,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 12, 54)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,32,d231ad3d,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 7, 59, 37)","datetime.time(17, 30)",datetime,time,,,,,,8,,,,,,,,,,,,,,,
วันที่ 2,33,fd6cb95d,BM1,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 7, 7)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,34,c9f5cfe8,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 8, 52)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,35,8692390d,BM3,08:30 - 17:30,"datetime.time(8, 30)","datetime.time(17, 30)",time,time,โทรศัพท์เข้าแอปไม่ได้เช็คอินสาย,,,,,,,,,,,,,,,,,,,,
วันที่ 2,36,438c9f94,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 34, 45)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,37,064346e2,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 30, 17)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,38,1548178e,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 25, 57)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,39,7b0325eb,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 25, 52)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,40,e2c3b84e,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 9, 1, 2)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,41,b8af6336,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 24, 50)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,42,1401e8f7,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 24, 14)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,43,4ab08763,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 24, 20)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,44,49449bd8,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 23, 40)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,45,c68ad73a,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 23, 23)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,46,a24d2d89,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 23, 46)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,47,3f2fbf48,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 22, 15)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,48,f11d2894,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 20, 22)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,49,5a93de02,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 18, 43)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,50,797d83e4,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 14, 5)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,51,8adf0902,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 13, 56)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,52,527df15b,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 11, 11)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,53,1e3584fc,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 11, 18)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,54,5873dfa8,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 8, 17)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,55,8edf486b,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 8, 21)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,56,90215749,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 8, 26)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,57,42ef5aa9,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 8, 7, 15)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
วันที่ 2,58,d21c7cd0,BM3,08:30 - 17:30,"datetime.datetime(2026, 4, 2, 7, 59, 12)","datetime.time(17, 30)",datetime,time,,,,,,,,,,,,,,,,,,,,,
